mention,best_cui,best_name,mapped
aneurysmal enlargement,C2711450,Enlargement,True
aneurysmatic dilatation,C0012359,Dilatation,True
aneurysmatic widening,C0332464,Widening,True
aneurysms,C0002940,ANEURYSMS,True
angle,C0205143,Angle,True
angles,C0205143,angles,True
angular,C0205143,Angular,True
angulated,C0333179,Angulated,True
angulated distally,C0333179,Angulated,True
angulating,C0333179,angulating,True
angulation,C0333179,angulation,True
ankylosing spondylitis,C0038013,Ankylosing Spondylitis,True
annual,C0332181,Annual,True
annular,C0521164,Annular,True
annuloplasty,C0190165,Annuloplasty,True
annulus,C2262860,annulus,True
anomalies,C0000769,anomalies,True
anomalous,C3277934,Anomalous,True
anomaly,C1704257,Anomaly,True
anormalities,C0949333,Normality,True
anterior,C0205094,Anterior,True
anterior - basal segment,C0441635,Segment,True
anterior - posterior,C1999039,Anterior-Posterior,True
anterior abdominal wall,C0230193,Anterior abdominal wall,True
anterior aspect,C1879746,Aspect,True
anterior chest,C0230132,Anterior chest,True
anterior chest wall,C0230132,Anterior chest wall,True
anterior collection,C0600644,Collection,True
anterior component,C0449432,Component,True
anterior cortex,C0007776,Cortex,True
anterior degenerative spurring,C0222032,spurring,True
anterior dislocation,C1265658,Anterior dislocation,True
anterior end,C2746065,End,True
anterior eventration,C0015207,Eventration,True
anterior fifth left rib,C0035561,Rib,True
anterior first rib,C0035561,Rib,True
anterior fourth rib,C0035561,Rib,True
anterior hemithorax,C1827591,Hemithorax,True
anterior interspace,C0205094,Anterior,True
anterior lower cervical,C0027530,Cervical,True
anterior lung,C4037972,Lung,True
anterior mediastinal,C0025066,Mediastinal,True
anterior mediastinum,C0230148,Anterior Mediastinum,True
anterior portions,C0205094,Anterior,True
anterior ribs,C0035561,Ribs,True
anterior right,C0441997,anterior right,True
anterior segment,C0348014,Anterior segment,True
anterior segment of the right upper lobe,C0796494,lobe,True
anterior soft tissues,C0040300,Tissues,True
anterior spurring,C0222032,spurring,True
anterior t11,C1179695,T11,True
anterior to the spine,C0037949,Spine,True
anterior upper lungs,C0205094,Anterior,True
anterior upper thorax,C0817096,Thorax,True
anterior vertebral body,C0223084,Vertebral Body,True
anterior wall,C0442070,Anterior wall,True
anterior wedge,C0439639,Wedge,True
anterior wedge compression,C0332459,Compression,True
anterior wedge deformities,C0000768,Deformities,True
anterior wedging,C0264112,anterior wedging,True
antero - apical,C0205111,Apical,True
anterolateral,C0332194,Anterolateral,True
anterolateral ninth rib,C0035561,Rib,True
anterolaterally,C0332194,Anterolateral,True
anteromedial,C1179847,Anteromedial,True
anteromedial segment,C0441635,Segment,True
anteroposterior diameter,C1301886,Diameter,True
antibiotics,C0003232,Antibiotics,True
anticipated,C3840775,Anticipated,True
antral,C0293352,Antral,True
antral lateral,C0205093,Lateral,True
antrum,C1549092,Antrum,True
any,C1552551,Any,True
any increase,C0442805,Increase,True
any structure,C0678594,Structure,True
aorta,C0003483,Aorta,True
aorta e,C0227085,E,True
aortic,C0003483,Aortic,True
aortic 0 pulmonary,C4522268,Pulmonary,True
aortic annulus,C0225957,Aortic annulus,True
aortic apex,C0140145,APEX,True
aortic arch,C0003489,Aortic Arch,True
aortic arch in,C0003489,Aortic Arch,True
aortic borders,C0003483,Aorta,True
aortic core bowel,C0021853,Bowel,True
aortic core valve,C1186983,valve,True
aortic corevalve,C0003483,Aorta,True
aortic endo graft,C0181074,Graft,True
aortic graft,C0450964,Aortic graft,True
aortic hiatus,C0929524,Aortic hiatus,True
aortic impella,C0003483,Aorta,True
aortic knob,C1708612,Knob,True
aortic knob nipple,C0028109,Nipple,True
aortic pathology,C0677042,pathology,True
aortic repair,C1705181,Repair,True
aortic roof,C0557685,Roof,True
aortic root,C0549113,Aortic Root,True
aortic stent graft,C0181074,Graft,True
aortic valve,C0003501,Aortic Valve,True
aortic wall,C0507851,Aortic wall,True
aortich arch,C0741204,Arch,True
aorticopulmonary,C1282038,Aorticopulmonary body,True
aortoiliac,C0456326,Aortoiliac,True
aortopulmonary window,C0003516,Aortopulmonary window,True
aortopulmonic window,C0557702,Window,True
aortopulmonic window node,C0746922,Node,True
ap,C5981604,Ap,True
ap diameter,C1301886,Diameter,True
ap dimension,C0439534,Dimension,True
ap film,C1704608,Film,True
ap jugular,C0002680,ampicillin,True
ap orientation,C0029266,Orientation,True
ap portable upright film,C1704608,Film,True
ap position,C0733755,Position,True
ap positioning,C0733755,Positioning,True
ap projection,C0442212,AP projection,True
ap single portable,C4299032,Portable,True
ap techique,C0002680,ampicillin,True
ap window,C0003516,AP Window,True
apex,C0140145,APEX,True
apex lateral,C0205093,Lateral,True
apex left,C0140145,APEX,True
apex of the right ventricle,C0018827,Ventricle,True
apex to the 4th rib,C0035561,Rib,True
apical,C0205111,Apical,True
apical - lateral,C0205093,Lateral,True
apical aspect,C1879746,Aspect,True
apical bullous,C0205405,Bullous,True
apical cap,C5139173,Apical cap,True
apical changes,C0392747,changes,True
apical chest,C0817096,Chest,True
apical component,C0449432,Component,True
apical e,C0227085,E,True
apical hemithorax,C1827591,Hemithorax,True
apical lateral,C0205093,Lateral,True
apical lateral compartment,C1185625,Compartment,True
apical linear,C0205132,Linear,True
apical part,C1709471,Part,True
apical parts,C0449719,parts,True
apical pleural,C0032225,Pleural,True
apical portion,C0449719,Portion,True
apical portions,C0205111,Apical,True
apical ptx,C0030899,PTX,True
apical pulmonary,C4522268,Pulmonary,True
apical region,C0205147,Region,True
apical right,C0205111,Apical,True
apical space,C1883067,Space,True
apically oriented,C1961028,Oriented,True
apices of the lungs,C0024109,Lung,True
apico - medial,C0205098,Medial,True
apicolateral parts,C0449719,parts,True
aposterior spinal fusion,C3278509,Spinal fusion,True
apparatus,C1947951,Apparatus,True
apparent,C0750489,apparent,True
apparent angulation,C0333179,angulation,True
apparent bulging,C0038999,Bulging,True
apparent change,C0392747,Change,True
apparent changes,C0392747,changes,True
apparent decrease,C0392756,Decrease,True
apparent extension,C1880641,Extension,True
apparent improvement,C2986411,Improvement,True
apparent increase,C0442805,Increase,True
apparent increased,C5236002,Increased,True
apparent intubation,C0021925,Intubation,True
apparent jewelry,C0336902,Jewelry,True
apparent loop,C0445022,Loop,True
apparent partial layering,C0934502,layering,True
apparent re - positioning,C0733755,Positioning,True
apparent resolution,C1514893,Resolution,True
apparent shift,C0333051,Shift,True
apparent slight,C0750489,apparent,True
apparent slight decrease,C0392756,Decrease,True
apparent slight improvement,C2986411,Improvement,True
apparent widening,C0332464,Widening,True
apparent worsening,C0332271,Worsening,True
apparently,C0750541,apparently,True
apparently increased,C5236002,Increased,True
apparently intubated,C4698386,Intubated,True
apparently slightly changed,C0443172,Changed,True
appear stable,C0205360,Stable,True
appearance,C0233426,Appearance,True
appearances,C0700364,Appearances,True
appearing partial collapse,C0344329,Collapse,True
appears relatively stable,C0205360,Stable,True
appears worse,C1457868,Worse,True
appendage,C4522151,Appendage,True
appendectomy,C0003611,Appendectomy,True
appliance,C1542418,Appliance,True
apposition,C1283118,Apposition - action,True
appreciable change,C0392747,Change,True
appreciable decrease,C0392756,Decrease,True
appreciable effusion,C0013687,Effusion,True
appreciable fluid,C0444611,Fluid,True
appreciable increase,C0442805,Increase,True
appreciable migration,C1533574,Migration,True
appreciable volume,C1705102,Volume,True
appreciably between,C0205103,Between,True
appreciably changed,C0443172,Changed,True
appreciably smaller,C0547044,Smaller,True
appreciably to the left,C0205091,Left,True
approach,C0449445,Approach,True
approach catheter,C0085590,Catheter,True
approach sheath,C0009653,Sheath,True
appropiate position,C0733755,Position,True
appropriate,C1548787,Appropriate,True
appropriate et tube,C0175730,Tube,True
appropriate in position,C0733755,Position,True
appropriate level,C0456079,Level,True
appropriate lines,C1548328,Lines,True
appropriate location,C1515974,Location,True
appropriate locations,C0450429,locations,True
appropriate ngt placement,C1533810,Placement,True
appropriate placement,C1533810,Placement,True
appropriate position,C0733755,Position,True
appropriate positioning,C0733755,Positioning,True
appropriate positions,C0733755,positions,True
appropriate size,C0456389,Size,True
appropriately assessed,C1516048,Assessed,True
appropriately placed,C1533810,Placed,True
appropriately position,C0733755,Position,True
approx level,C0456079,Level,True
approximate,C0332232,Approximate,True
approximated,C0332232,Approximated,True
approximately,C0332232,Approximately,True
approximately %,C0332232,Approximately,True
approximately degrees in position,C0733755,Position,True
approximately half,C2825407,Half,True
arch,C0741204,Arch,True
arch to the diaphragm,C0011980,Diaphragm,True
arch vessels,C0005847,vessels,True
architectural changes,C0392747,changes,True
architectural distortion,C2826609,Architectural Distortion,True
architecture,C0003737,Architecture,True
arcuate,C0205130,Arcuate,True
ards,C2887484,ARDS,True
ards et tube,C0175730,Tube,True
are,C1551058,Are,True
area,C0017446,Area,True
area density,C0178587,Density,True
areas,C0205146,areas,True
areas of fibrosis,C5194956,Areas of fibrosis,True
areas of focality,C1883677,Focality,True
areas of scarring,C2004491,Scarring,True
areas of up opacities,C0029053,opacities,True
arguable focal disruption,C0332453,Disruption,True
arm,C0446516,Arm,True
arm mild,C3495676,ARM,True
arm picc line,C0205132,Line,True
armored tip,C1705504,TIP,True
arms,C5575339,ARMS,True
around,C0750503,around,True
around central tumor,C0027651,Tumor,True
around central tumors,C0027651,Tumors,True
around the seed,C0036563,Seed,True
arrangement,C0449830,Arrangement,True
arrest,C0018790,arrest,True
arterial,C0003842,Arterial,True
arterial tree,C0003842,Arterial tree,True
arteries,C0003842,Arteries,True
arteriovenous,C0450109,Arteriovenous,True
artery,C0003842,Artery,True
artery apex,C0140145,APEX,True
arthropathy,C0022408,Arthropathy,True
arthroplasty,C0003893,Arthroplasty,True
arthrosis,C0029408,Arthrosis,True
articular,C0022417,Articular,True
articulation,C0022417,Articulation,True
artifact,C0085089,Artifact,True
artifact of positioning,C0733755,Positioning,True
artifacts,C0085089,Artifacts,True
artificial,C2004457,Artificial,True
artificial enlargement,C2711450,Enlargement,True
artificial lucency,C2004457,Artificial (qualifier value),True
arytenoid,C0003943,arytenoid,True
as,C0003507,as,True
as above,C1282910,Above,True
as extensive,C0205231,Extensive,True
as on prior study,C0557651,Study,True
as part,C1709471,Part,True
as prominent,C0205402,Prominent,True
asbestos,C0003947,Asbestos,True
asbestos - related,C0445223,Related,True
asbestos - related disease,C0012634,Disease,True
asbestos exposure,C0003948,Asbestos Exposure,True
asbestos related,C0445223,Related,True
asbestos related disease,C0012634,Disease,True
asbestos related plaque,C0332461,Plaque,True
asbestosis,C0003949,Asbestosis,True
asbestosis exposure,C0274281,exposure,True
ascendic aortic,C0003483,Aortic,True
ascending,C1962987,Ascending,True
ascending and arch regions,C0230467,Arch of foot,True
ascending aorta,C0003956,Ascending Aorta,True
ascending aortic,C0003483,Aortic,True
ascending dialysis catheter,C0179747,Dialysis catheter,True
ascending lead,C0023175,Lead,True
ascending line,C0205132,Line,True
ascending order,C1705175,Order,True
ascending pacer lead,C0023175,Lead,True
ascending portion,C0449719,Portion,True
ascending pulmonary,C4522268,Pulmonary,True
ascending pulmonary artery,C0034052,Pulmonary Artery,True
ascending region,C0205147,Region,True
ascending segment,C0441635,Segment,True
ascending swan - ganz catheter,C0085590,Catheter,True
ascending temporary,C0205374,Temporary,True
ascending thoracic aorta,C1522460,Thoracic Aorta,True
ascites,C5441966,Ascites,True
aspect,C1879746,Aspect,True
aspect ' s,C0227098,S,True
aspect 3,C5234861,3,True
aspergilloma,C0276651,Aspergilloma,True
aspergillosis,C0004030,Aspergillosis,True
aspergillus,C0004034,Aspergillus,True
aspergillus infection,C0004030,Aspergillus Infection,True
aspirate,C0370199,Aspirate,True
aspirated,C1720922,aspirated,True
aspirated barium,C0004749,Barium,True
aspirated blood,C0229664,Blood,True
aspirated hemoptysis,C0019079,Hemoptysis,True
aspirated hemorrhage,C0019080,Hemorrhage,True
aspirated material,C0520510,Material,True
aspirated pneumonia,C0032285,Pneumonia,True
aspirated purulent material,C0520510,Material,True
aspirated tooth,C0040426,Tooth,True
aspirating,C0370199,aspirating,True
aspiration,C2712334,Aspiration,True
aspiration - related,C0445223,Related,True
aspiration atelectasis,C0004144,Atelectasis,True
aspiration attention,C0004268,Attention,True
aspiration changes,C0392747,changes,True
aspiration effect,C2348382,Effect,True
aspiration episode,C0332189,Episode,True
aspiration et tube,C0175730,Tube,True
aspiration etiology,C1524003,Etiology,True
aspiration event,C0441471,Event,True
aspiration events,C0441471,Events,True
aspiration infection,C0009450,Infection,True
aspiration mild,C2712334,Aspiration,True
aspiration of contents,C0456205,Contents,True
aspiration pna,C0600500,PNA,True
aspiration pneumonia,C0032290,Aspiration pneumonia,True
aspiration pneumonitis,C1761609,Aspiration Pneumonitis,True
aspiration process,C4521054,Process,True
aspiration related disease,C0012634,Disease,True
aspirations,C0004056,aspirations,True
aspirations / infection,C0009450,Infection,True
assess,C1516048,Assess,True
assessed,C1516048,Assessed,True
assessment,C1516048,Assessment,True
